County,State,Count,Critical,High,Low,Medium,tooltip
Shoshone,Idaho,8,0,0,0,8,"County: Shoshone, Idaho<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Sibley,Minnesota,39,1,1,0,37,"County: Sibley, Minnesota<br>Total Accidents: 39<br>Critical: 1<br>High: 1<br>Medium: 37<br>Low: 0"
Sierra,California,28,0,0,0,28,"County: Sierra, California<br>Total Accidents: 28<br>Critical: 0<br>High: 0<br>Medium: 28<br>Low: 0"
Sierra,New Mexico,6,2,2,0,2,"County: Sierra, New Mexico<br>Total Accidents: 6<br>Critical: 2<br>High: 2<br>Medium: 2<br>Low: 0"
Silver Bow,Montana,39,0,1,0,38,"County: Silver Bow, Montana<br>Total Accidents: 39<br>Critical: 0<br>High: 1<br>Medium: 38<br>Low: 0"
Simpson,Kentucky,1,0,0,0,1,"County: Simpson, Kentucky<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Simpson,Mississippi,2,0,0,0,2,"County: Simpson, Mississippi<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Sioux,Iowa,7,0,0,0,7,"County: Sioux, Iowa<br>Total Accidents: 7<br>Critical: 0<br>High: 0<br>Medium: 7<br>Low: 0"
Sioux,North Dakota,1,0,0,0,1,"County: Sioux, North Dakota<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Siskiyou,California,264,5,4,0,255,"County: Siskiyou, California<br>Total Accidents: 264<br>Critical: 5<br>High: 4<br>Medium: 255<br>Low: 0"
Skagit,Washington,75,5,11,1,58,"County: Skagit, Washington<br>Total Accidents: 75<br>Critical: 5<br>High: 11<br>Medium: 58<br>Low: 1"
Skamania,Washington,12,3,1,0,8,"County: Skamania, Washington<br>Total Accidents: 12<br>Critical: 3<br>High: 1<br>Medium: 8<br>Low: 0"
Smith,Mississippi,1,0,0,0,1,"County: Smith, Mississippi<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Smith,Tennessee,16,2,1,0,13,"County: Smith, Tennessee<br>Total Accidents: 16<br>Critical: 2<br>High: 1<br>Medium: 13<br>Low: 0"
Smith,Texas,287,1,3,0,283,"County: Smith, Texas<br>Total Accidents: 287<br>Critical: 1<br>High: 3<br>Medium: 283<br>Low: 0"
Smyth,Virginia,59,4,11,0,44,"County: Smyth, Virginia<br>Total Accidents: 59<br>Critical: 4<br>High: 11<br>Medium: 44<br>Low: 0"
Snohomish,Washington,829,31,263,9,526,"County: Snohomish, Washington<br>Total Accidents: 829<br>Critical: 31<br>High: 263<br>Medium: 526<br>Low: 9"
Snyder,Pennsylvania,101,9,0,1,91,"County: Snyder, Pennsylvania<br>Total Accidents: 101<br>Critical: 9<br>High: 0<br>Medium: 91<br>Low: 1"
Socorro,New Mexico,7,2,0,0,5,"County: Socorro, New Mexico<br>Total Accidents: 7<br>Critical: 2<br>High: 0<br>Medium: 5<br>Low: 0"
Solano,California,1400,8,428,18,946,"County: Solano, California<br>Total Accidents: 1400<br>Critical: 8<br>High: 428<br>Medium: 946<br>Low: 18"
Somerset,Maine,8,0,2,0,6,"County: Somerset, Maine<br>Total Accidents: 8<br>Critical: 0<br>High: 2<br>Medium: 6<br>Low: 0"
Somerset,Maryland,15,3,2,0,10,"County: Somerset, Maryland<br>Total Accidents: 15<br>Critical: 3<br>High: 2<br>Medium: 10<br>Low: 0"
Somerset,New Jersey,227,11,79,0,137,"County: Somerset, New Jersey<br>Total Accidents: 227<br>Critical: 11<br>High: 79<br>Medium: 137<br>Low: 0"
Somerset,Pennsylvania,218,9,13,1,195,"County: Somerset, Pennsylvania<br>Total Accidents: 218<br>Critical: 9<br>High: 13<br>Medium: 195<br>Low: 1"
Sonoma,California,1586,19,25,36,1506,"County: Sonoma, California<br>Total Accidents: 1586<br>Critical: 19<br>High: 25<br>Medium: 1506<br>Low: 36"
South Central Connecticut,Connecticut,132,5,3,1,123,"County: South Central Connecticut, Connecticut<br>Total Accidents: 132<br>Critical: 5<br>High: 3<br>Medium: 123<br>Low: 1"
Southampton,Virginia,24,8,1,0,15,"County: Southampton, Virginia<br>Total Accidents: 24<br>Critical: 8<br>High: 1<br>Medium: 15<br>Low: 0"
Southeastern Connecticut,Connecticut,36,9,2,0,25,"County: Southeastern Connecticut, Connecticut<br>Total Accidents: 36<br>Critical: 9<br>High: 2<br>Medium: 25<br>Low: 0"
Spalding,Georgia,69,14,4,0,51,"County: Spalding, Georgia<br>Total Accidents: 69<br>Critical: 14<br>High: 4<br>Medium: 51<br>Low: 0"
Spartanburg,South Carolina,2592,23,322,71,2176,"County: Spartanburg, South Carolina<br>Total Accidents: 2592<br>Critical: 23<br>High: 322<br>Medium: 2176<br>Low: 71"
Spencer,Indiana,24,9,0,0,15,"County: Spencer, Indiana<br>Total Accidents: 24<br>Critical: 9<br>High: 0<br>Medium: 15<br>Low: 0"
Spokane,Washington,342,7,51,7,277,"County: Spokane, Washington<br>Total Accidents: 342<br>Critical: 7<br>High: 51<br>Medium: 277<br>Low: 7"
Spotsylvania,Virginia,257,21,34,0,202,"County: Spotsylvania, Virginia<br>Total Accidents: 257<br>Critical: 21<br>High: 34<br>Medium: 202<br>Low: 0"
St Charles,Louisiana,4,0,0,0,4,"County: St Charles, Louisiana<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
St Charles,Missouri,22,3,2,1,16,"County: St Charles, Missouri<br>Total Accidents: 22<br>Critical: 3<br>High: 2<br>Medium: 16<br>Low: 1"
St Clair,Alabama,16,0,0,1,15,"County: St Clair, Alabama<br>Total Accidents: 16<br>Critical: 0<br>High: 0<br>Medium: 15<br>Low: 1"
St Clair,Illinois,12,0,0,0,12,"County: St Clair, Illinois<br>Total Accidents: 12<br>Critical: 0<br>High: 0<br>Medium: 12<br>Low: 0"
St Clair,Missouri,1,1,0,0,0,"County: St Clair, Missouri<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
St Francis,Arkansas,23,4,1,0,18,"County: St Francis, Arkansas<br>Total Accidents: 23<br>Critical: 4<br>High: 1<br>Medium: 18<br>Low: 0"
St James,Louisiana,3,0,0,0,3,"County: St James, Louisiana<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
St John the Baptist,Louisiana,11,2,0,0,9,"County: St John the Baptist, Louisiana<br>Total Accidents: 11<br>Critical: 2<br>High: 0<br>Medium: 9<br>Low: 0"
St Johns,Florida,46,0,0,1,45,"County: St Johns, Florida<br>Total Accidents: 46<br>Critical: 0<br>High: 0<br>Medium: 45<br>Low: 1"
St Joseph,Indiana,1,0,0,0,1,"County: St Joseph, Indiana<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
St Joseph,Michigan,2,1,0,0,1,"County: St Joseph, Michigan<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
St Louis,Missouri,95,4,12,4,75,"County: St Louis, Missouri<br>Total Accidents: 95<br>Critical: 4<br>High: 12<br>Medium: 75<br>Low: 4"
St Louis (City),Missouri,45,5,2,0,38,"County: St Louis (City), Missouri<br>Total Accidents: 45<br>Critical: 5<br>High: 2<br>Medium: 38<br>Low: 0"
St Lucie,Florida,33,1,0,0,32,"County: St Lucie, Florida<br>Total Accidents: 33<br>Critical: 1<br>High: 0<br>Medium: 32<br>Low: 0"
St Martin,Louisiana,3,0,0,0,3,"County: St Martin, Louisiana<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
St Mary,Louisiana,1,0,0,0,1,"County: St Mary, Louisiana<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
St Marys,Maryland,5,0,0,0,5,"County: St Marys, Maryland<br>Total Accidents: 5<br>Critical: 0<br>High: 0<br>Medium: 5<br>Low: 0"
St Tammany,Louisiana,18,0,1,0,17,"County: St Tammany, Louisiana<br>Total Accidents: 18<br>Critical: 0<br>High: 1<br>Medium: 17<br>Low: 0"
St. Bernard,Louisiana,1,0,0,0,1,"County: St. Bernard, Louisiana<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
St. Charles,Louisiana,36,4,15,0,17,"County: St. Charles, Louisiana<br>Total Accidents: 36<br>Critical: 4<br>High: 15<br>Medium: 17<br>Low: 0"
St. Charles,Missouri,270,6,115,2,147,"County: St. Charles, Missouri<br>Total Accidents: 270<br>Critical: 6<br>High: 115<br>Medium: 147<br>Low: 2"
St. Clair,Alabama,53,0,18,0,35,"County: St. Clair, Alabama<br>Total Accidents: 53<br>Critical: 0<br>High: 18<br>Medium: 35<br>Low: 0"
St. Clair,Illinois,97,4,79,0,14,"County: St. Clair, Illinois<br>Total Accidents: 97<br>Critical: 4<br>High: 79<br>Medium: 14<br>Low: 0"
St. Clair,Michigan,59,4,10,0,45,"County: St. Clair, Michigan<br>Total Accidents: 59<br>Critical: 4<br>High: 10<br>Medium: 45<br>Low: 0"
St. Clair,Missouri,1,0,0,0,1,"County: St. Clair, Missouri<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
St. Croix,Wisconsin,35,2,7,0,26,"County: St. Croix, Wisconsin<br>Total Accidents: 35<br>Critical: 2<br>High: 7<br>Medium: 26<br>Low: 0"
St. Francis,Arkansas,39,2,4,0,33,"County: St. Francis, Arkansas<br>Total Accidents: 39<br>Critical: 2<br>High: 4<br>Medium: 33<br>Low: 0"
St. James,Louisiana,6,1,2,0,3,"County: St. James, Louisiana<br>Total Accidents: 6<br>Critical: 1<br>High: 2<br>Medium: 3<br>Low: 0"
St. John the Baptist,Louisiana,31,5,15,0,11,"County: St. John the Baptist, Louisiana<br>Total Accidents: 31<br>Critical: 5<br>High: 15<br>Medium: 11<br>Low: 0"
St. Johns,Florida,278,10,60,2,206,"County: St. Johns, Florida<br>Total Accidents: 278<br>Critical: 10<br>High: 60<br>Medium: 206<br>Low: 2"
St. Joseph,Indiana,17,9,1,0,7,"County: St. Joseph, Indiana<br>Total Accidents: 17<br>Critical: 9<br>High: 1<br>Medium: 7<br>Low: 0"
St. Joseph,Michigan,12,4,1,0,7,"County: St. Joseph, Michigan<br>Total Accidents: 12<br>Critical: 4<br>High: 1<br>Medium: 7<br>Low: 0"
St. Landry,Louisiana,3,0,0,0,3,"County: St. Landry, Louisiana<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
St. Lawrence,New York,7,3,0,0,4,"County: St. Lawrence, New York<br>Total Accidents: 7<br>Critical: 3<br>High: 0<br>Medium: 4<br>Low: 0"
St. Louis,Minnesota,271,0,7,0,264,"County: St. Louis, Minnesota<br>Total Accidents: 271<br>Critical: 0<br>High: 7<br>Medium: 264<br>Low: 0"
St. Louis City,Missouri,358,15,222,0,121,"County: St. Louis City, Missouri<br>Total Accidents: 358<br>Critical: 15<br>High: 222<br>Medium: 121<br>Low: 0"
St. Louis County,Missouri,1111,32,630,2,447,"County: St. Louis County, Missouri<br>Total Accidents: 1111<br>Critical: 32<br>High: 630<br>Medium: 447<br>Low: 2"
St. Lucie,Florida,177,6,43,0,128,"County: St. Lucie, Florida<br>Total Accidents: 177<br>Critical: 6<br>High: 43<br>Medium: 128<br>Low: 0"
St. Martin,Louisiana,49,2,25,0,22,"County: St. Martin, Louisiana<br>Total Accidents: 49<br>Critical: 2<br>High: 25<br>Medium: 22<br>Low: 0"
St. Mary,Louisiana,2,0,0,0,2,"County: St. Mary, Louisiana<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
St. Mary's,Maryland,38,10,0,0,28,"County: St. Mary's, Maryland<br>Total Accidents: 38<br>Critical: 10<br>High: 0<br>Medium: 28<br>Low: 0"
St. Tammany,Louisiana,72,5,32,0,35,"County: St. Tammany, Louisiana<br>Total Accidents: 72<br>Critical: 5<br>High: 32<br>Medium: 35<br>Low: 0"
Stafford,Virginia,423,13,83,1,326,"County: Stafford, Virginia<br>Total Accidents: 423<br>Critical: 13<br>High: 83<br>Medium: 326<br>Low: 1"
Stanislaus,California,1253,5,28,5,1215,"County: Stanislaus, California<br>Total Accidents: 1253<br>Critical: 5<br>High: 28<br>Medium: 1215<br>Low: 5"
Stanly,North Carolina,20,4,0,0,16,"County: Stanly, North Carolina<br>Total Accidents: 20<br>Critical: 4<br>High: 0<br>Medium: 16<br>Low: 0"
Stark,North Dakota,11,0,0,0,11,"County: Stark, North Dakota<br>Total Accidents: 11<br>Critical: 0<br>High: 0<br>Medium: 11<br>Low: 0"
Stark,Ohio,61,8,15,1,37,"County: Stark, Ohio<br>Total Accidents: 61<br>Critical: 8<br>High: 15<br>Medium: 37<br>Low: 1"
Starke,Indiana,2,2,0,0,0,"County: Starke, Indiana<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
Staunton,Virginia,6,0,0,0,6,"County: Staunton, Virginia<br>Total Accidents: 6<br>Critical: 0<br>High: 0<br>Medium: 6<br>Low: 0"
Staunton (City),Virginia,2,1,0,0,1,"County: Staunton (City), Virginia<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Ste Genevieve,Missouri,4,3,1,0,0,"County: Ste Genevieve, Missouri<br>Total Accidents: 4<br>Critical: 3<br>High: 1<br>Medium: 0<br>Low: 0"
Stearns,Minnesota,240,3,17,2,218,"County: Stearns, Minnesota<br>Total Accidents: 240<br>Critical: 3<br>High: 17<br>Medium: 218<br>Low: 2"
Steele,Minnesota,90,0,5,0,85,"County: Steele, Minnesota<br>Total Accidents: 90<br>Critical: 0<br>High: 5<br>Medium: 85<br>Low: 0"
Steele,North Dakota,1,0,0,0,1,"County: Steele, North Dakota<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Stephens,Georgia,3,1,0,0,2,"County: Stephens, Georgia<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Stephens,Oklahoma,1,1,0,0,0,"County: Stephens, Oklahoma<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Stephens,Texas,2,1,0,0,1,"County: Stephens, Texas<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Sterling,Texas,2,0,0,0,2,"County: Sterling, Texas<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Steuben,Indiana,11,3,0,0,8,"County: Steuben, Indiana<br>Total Accidents: 11<br>Critical: 3<br>High: 0<br>Medium: 8<br>Low: 0"
Steuben,New York,15,4,1,0,10,"County: Steuben, New York<br>Total Accidents: 15<br>Critical: 4<br>High: 1<br>Medium: 10<br>Low: 0"
Stevens,Minnesota,7,0,0,1,6,"County: Stevens, Minnesota<br>Total Accidents: 7<br>Critical: 0<br>High: 0<br>Medium: 6<br>Low: 1"
Stevens,Washington,8,0,0,0,8,"County: Stevens, Washington<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Stewart,Georgia,8,2,0,0,6,"County: Stewart, Georgia<br>Total Accidents: 8<br>Critical: 2<br>High: 0<br>Medium: 6<br>Low: 0"
Stewart,Tennessee,1,1,0,0,0,"County: Stewart, Tennessee<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Stillwater,Montana,56,0,0,0,56,"County: Stillwater, Montana<br>Total Accidents: 56<br>Critical: 0<br>High: 0<br>Medium: 56<br>Low: 0"
Stoddard,Missouri,1,1,0,0,0,"County: Stoddard, Missouri<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Stokes,North Carolina,20,5,1,0,14,"County: Stokes, North Carolina<br>Total Accidents: 20<br>Critical: 5<br>High: 1<br>Medium: 14<br>Low: 0"
Stone,Arkansas,2,0,0,0,2,"County: Stone, Arkansas<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Stone,Mississippi,2,0,0,0,2,"County: Stone, Mississippi<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Stone,Missouri,3,0,0,0,3,"County: Stone, Missouri<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Storey,Nevada,8,0,0,0,8,"County: Storey, Nevada<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Story,Iowa,62,5,12,0,45,"County: Story, Iowa<br>Total Accidents: 62<br>Critical: 5<br>High: 12<br>Medium: 45<br>Low: 0"
Strafford,New Hampshire,32,0,0,0,32,"County: Strafford, New Hampshire<br>Total Accidents: 32<br>Critical: 0<br>High: 0<br>Medium: 32<br>Low: 0"
Stutsman,North Dakota,9,0,0,0,9,"County: Stutsman, North Dakota<br>Total Accidents: 9<br>Critical: 0<br>High: 0<br>Medium: 9<br>Low: 0"
Suffolk,Massachusetts,827,10,192,19,606,"County: Suffolk, Massachusetts<br>Total Accidents: 827<br>Critical: 10<br>High: 192<br>Medium: 606<br>Low: 19"
Suffolk,New York,1377,59,127,6,1185,"County: Suffolk, New York<br>Total Accidents: 1377<br>Critical: 59<br>High: 127<br>Medium: 1185<br>Low: 6"
Suffolk,Virginia,134,12,17,0,105,"County: Suffolk, Virginia<br>Total Accidents: 134<br>Critical: 12<br>High: 17<br>Medium: 105<br>Low: 0"
Suffolk (City),Virginia,34,6,0,1,27,"County: Suffolk (City), Virginia<br>Total Accidents: 34<br>Critical: 6<br>High: 0<br>Medium: 27<br>Low: 1"
Suffolk City,Virginia,4,2,0,0,2,"County: Suffolk City, Virginia<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Sullivan,Indiana,2,1,1,0,0,"County: Sullivan, Indiana<br>Total Accidents: 2<br>Critical: 1<br>High: 1<br>Medium: 0<br>Low: 0"
Sullivan,New Hampshire,6,0,0,0,6,"County: Sullivan, New Hampshire<br>Total Accidents: 6<br>Critical: 0<br>High: 0<br>Medium: 6<br>Low: 0"
Sullivan,New York,17,4,1,0,12,"County: Sullivan, New York<br>Total Accidents: 17<br>Critical: 4<br>High: 1<br>Medium: 12<br>Low: 0"
Sullivan,Pennsylvania,20,4,0,0,16,"County: Sullivan, Pennsylvania<br>Total Accidents: 20<br>Critical: 4<br>High: 0<br>Medium: 16<br>Low: 0"
Sullivan,Tennessee,33,3,6,0,24,"County: Sullivan, Tennessee<br>Total Accidents: 33<br>Critical: 3<br>High: 6<br>Medium: 24<br>Low: 0"
Summers,West Virginia,8,0,0,0,8,"County: Summers, West Virginia<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Summit,Colorado,104,28,11,0,65,"County: Summit, Colorado<br>Total Accidents: 104<br>Critical: 28<br>High: 11<br>Medium: 65<br>Low: 0"
Summit,Ohio,383,13,145,3,222,"County: Summit, Ohio<br>Total Accidents: 383<br>Critical: 13<br>High: 145<br>Medium: 222<br>Low: 3"
Summit,Utah,210,2,24,1,183,"County: Summit, Utah<br>Total Accidents: 210<br>Critical: 2<br>High: 24<br>Medium: 183<br>Low: 1"
Sumner,Kansas,1,0,1,0,0,"County: Sumner, Kansas<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Sumner,Tennessee,45,6,7,0,32,"County: Sumner, Tennessee<br>Total Accidents: 45<br>Critical: 6<br>High: 7<br>Medium: 32<br>Low: 0"
Sumter,Alabama,20,1,8,0,11,"County: Sumter, Alabama<br>Total Accidents: 20<br>Critical: 1<br>High: 8<br>Medium: 11<br>Low: 0"
Sumter,Florida,212,8,34,0,170,"County: Sumter, Florida<br>Total Accidents: 212<br>Critical: 8<br>High: 34<br>Medium: 170<br>Low: 0"
Sumter,Georgia,6,0,0,1,5,"County: Sumter, Georgia<br>Total Accidents: 6<br>Critical: 0<br>High: 0<br>Medium: 5<br>Low: 1"
Sumter,South Carolina,333,2,6,6,319,"County: Sumter, South Carolina<br>Total Accidents: 333<br>Critical: 2<br>High: 6<br>Medium: 319<br>Low: 6"
Surry,North Carolina,44,5,3,0,36,"County: Surry, North Carolina<br>Total Accidents: 44<br>Critical: 5<br>High: 3<br>Medium: 36<br>Low: 0"
Surry,Virginia,14,5,0,0,9,"County: Surry, Virginia<br>Total Accidents: 14<br>Critical: 5<br>High: 0<br>Medium: 9<br>Low: 0"
Susquehanna,Pennsylvania,54,11,9,0,34,"County: Susquehanna, Pennsylvania<br>Total Accidents: 54<br>Critical: 11<br>High: 9<br>Medium: 34<br>Low: 0"
Sussex,Delaware,64,30,1,0,33,"County: Sussex, Delaware<br>Total Accidents: 64<br>Critical: 30<br>High: 1<br>Medium: 33<br>Low: 0"
Sussex,New Jersey,42,14,3,0,25,"County: Sussex, New Jersey<br>Total Accidents: 42<br>Critical: 14<br>High: 3<br>Medium: 25<br>Low: 0"
Sussex,Virginia,65,5,13,0,47,"County: Sussex, Virginia<br>Total Accidents: 65<br>Critical: 5<br>High: 13<br>Medium: 47<br>Low: 0"
Sutter,California,228,2,5,0,221,"County: Sutter, California<br>Total Accidents: 228<br>Critical: 2<br>High: 5<br>Medium: 221<br>Low: 0"
Sutton,Texas,1,1,0,0,0,"County: Sutton, Texas<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Suwannee,Florida,108,4,24,1,79,"County: Suwannee, Florida<br>Total Accidents: 108<br>Critical: 4<br>High: 24<br>Medium: 79<br>Low: 1"
Swain,North Carolina,11,1,0,0,10,"County: Swain, North Carolina<br>Total Accidents: 11<br>Critical: 1<br>High: 0<br>Medium: 10<br>Low: 0"
Sweet Grass,Montana,28,0,0,0,28,"County: Sweet Grass, Montana<br>Total Accidents: 28<br>Critical: 0<br>High: 0<br>Medium: 28<br>Low: 0"
Sweetwater,Wyoming,77,11,2,0,64,"County: Sweetwater, Wyoming<br>Total Accidents: 77<br>Critical: 11<br>High: 2<br>Medium: 64<br>Low: 0"
Swift,Minnesota,9,0,0,0,9,"County: Swift, Minnesota<br>Total Accidents: 9<br>Critical: 0<br>High: 0<br>Medium: 9<br>Low: 0"
Talbot,Georgia,4,1,0,0,3,"County: Talbot, Georgia<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Talbot,Maryland,74,6,3,0,65,"County: Talbot, Maryland<br>Total Accidents: 74<br>Critical: 6<br>High: 3<br>Medium: 65<br>Low: 0"
Taliaferro,Georgia,6,0,2,0,4,"County: Taliaferro, Georgia<br>Total Accidents: 6<br>Critical: 0<br>High: 2<br>Medium: 4<br>Low: 0"
Talladega,Alabama,38,2,7,2,27,"County: Talladega, Alabama<br>Total Accidents: 38<br>Critical: 2<br>High: 7<br>Medium: 27<br>Low: 2"
Tallapoosa,Alabama,9,1,1,0,7,"County: Tallapoosa, Alabama<br>Total Accidents: 9<br>Critical: 1<br>High: 1<br>Medium: 7<br>Low: 0"
Tama,Iowa,4,2,0,0,2,"County: Tama, Iowa<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Taney,Missouri,2,0,1,0,1,"County: Taney, Missouri<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Tangipahoa,Louisiana,55,6,17,2,30,"County: Tangipahoa, Louisiana<br>Total Accidents: 55<br>Critical: 6<br>High: 17<br>Medium: 30<br>Low: 2"
Taos,New Mexico,1,1,0,0,0,"County: Taos, New Mexico<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Tarrant,Texas,2264,37,892,6,1329,"County: Tarrant, Texas<br>Total Accidents: 2264<br>Critical: 37<br>High: 892<br>Medium: 1329<br>Low: 6"
Tate,Mississippi,8,0,1,0,7,"County: Tate, Mississippi<br>Total Accidents: 8<br>Critical: 0<br>High: 1<br>Medium: 7<br>Low: 0"
Tattnall,Georgia,2,0,0,0,2,"County: Tattnall, Georgia<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Taylor,Florida,36,0,0,0,36,"County: Taylor, Florida<br>Total Accidents: 36<br>Critical: 0<br>High: 0<br>Medium: 36<br>Low: 0"
Taylor,Georgia,4,1,0,0,3,"County: Taylor, Georgia<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Taylor,Texas,4,1,1,0,2,"County: Taylor, Texas<br>Total Accidents: 4<br>Critical: 1<br>High: 1<br>Medium: 2<br>Low: 0"
Taylor,West Virginia,1,0,0,0,1,"County: Taylor, West Virginia<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Tazewell,Illinois,183,2,25,3,153,"County: Tazewell, Illinois<br>Total Accidents: 183<br>Critical: 2<br>High: 25<br>Medium: 153<br>Low: 3"
Tazewell,Virginia,13,2,0,0,11,"County: Tazewell, Virginia<br>Total Accidents: 13<br>Critical: 2<br>High: 0<br>Medium: 11<br>Low: 0"
Tehama,California,238,1,6,0,231,"County: Tehama, California<br>Total Accidents: 238<br>Critical: 1<br>High: 6<br>Medium: 231<br>Low: 0"
Telfair,Georgia,2,0,0,0,2,"County: Telfair, Georgia<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Teller,Colorado,13,5,2,0,6,"County: Teller, Colorado<br>Total Accidents: 13<br>Critical: 5<br>High: 2<br>Medium: 6<br>Low: 0"
Terrebonne,Louisiana,56,3,6,0,47,"County: Terrebonne, Louisiana<br>Total Accidents: 56<br>Critical: 3<br>High: 6<br>Medium: 47<br>Low: 0"
Terrell,Georgia,4,1,0,0,3,"County: Terrell, Georgia<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Teton,Montana,5,0,0,0,5,"County: Teton, Montana<br>Total Accidents: 5<br>Critical: 0<br>High: 0<br>Medium: 5<br>Low: 0"
Teton,Wyoming,3,1,0,0,2,"County: Teton, Wyoming<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
